separation,propensity,length,PredSS_r1_-1,PredSS_r1,PredSS_r1_1,PredSS_r2_-1,PredSS_r2,PredSS_freq_central_H,PredSS_freq_central_E,PredSS_freq_central_C,PredCN_freq_central_0,PredRCH_freq_central_0,PredRCH_freq_central_1,PredSA_freq_central_0,PredSA_freq_central_4,PredRCH_r1_-1,PredRCH_r1,PredRCH_r1_1,PredRCH_r2_-1,PredRCH_r2,PredRCH_r2_1,PredCN_r1_-1,PredCN_r1,PredCN_r1_1,PredCN_r2,PredSA_r1,PredSA_r2_-1,PredSA_r2,PredSA_r2_1,PredSS_freq_global_H,PredCN_freq_global_0,PredRCH_freq_global_0,PredRCH_freq_global_4,PredSA_freq_global_0,AA_freq_central_A,AA_freq_central_D,AA_freq_central_E,AA_freq_central_I,AA_freq_central_F,PSSM_r1_-4_A,PSSM_r1_-4_N,PSSM_r1_0_D,PSSM_r1_1_W,PSSM_r2_0_A,PSSM_central_-2_A,PSSM_central_-2_T,PSSM_central_0_H,PSSM_central_2_D,PSSM_central_2_V
162,0.0499590237830803,164,X,C,C,E,C,0.043,0.422,0.534,0.137,0.342,0.149,0.155,0.217,X,0,3,0,0,0,X,1,3,1,4,4,4,4,0.043,0.134,0.354,0.0,0.152,0.025,0.056,0.068,0.056,0.031,0,0,-1,-3,1,-1,0,-2,3,0
42,-0.809388092833644,166,H,H,H,E,C,0.634,0.171,0.195,0.512,0.366,0.244,0.146,0.415,1,3,1,4,4,4,1,3,0,4,4,0,1,3,0.536,0.355,0.337,0.06,0.157,0.122,0.0,0.098,0.024,0.024,-2,-2,0,-3,2,-1,-1,-1,0,1
32,-0.765241199185645,610,H,H,H,C,C,0.129,0.097,0.774,0.258,0.355,0.161,0.097,0.323,1,1,3,3,0,4,0,0,3,3,3,1,4,1,0.334,0.164,0.246,0.139,0.221,0.032,0.129,0.032,0.032,0.065,1,0,1,-4,0,1,0,0,-1,0
16,0.200231332152731,123,E,E,E,E,E,0.0,0.533,0.467,0.4,0.533,0.0,0.067,0.4,4,3,3,3,3,3,4,3,3,4,3,3,0,0,0.252,0.252,0.325,0.008,0.163,0.0,0.067,0.2,0.0,0.067,-2,0,-3,4,2,2,0,-5,-2,-3
51,-0.543503555251413,148,C,C,C,C,C,0.1,0.28,0.62,0.22,0.38,0.14,0.18,0.36,0,0,1,0,0,1,0,0,0,0,4,4,4,3,0.034,0.149,0.318,0.088,0.176,0.08,0.08,0.12,0.08,0.02,0,0,-3,-4,-1,-3,-4,1,-3,-1
294,-0.636156166231107,425,E,E,E,C,C,0.242,0.208,0.549,0.147,0.242,0.102,0.253,0.208,3,3,3,0,0,2,4,4,3,1,0,3,4,3,0.238,0.118,0.209,0.238,0.287,0.068,0.065,0.106,0.068,0.048,-5,9,-6,-5,-3,-3,-2,-1,0,-3
68,-0.717098056127927,195,H,H,H,H,C,0.582,0.09,0.328,0.164,0.254,0.09,0.254,0.119,4,4,4,0,0,0,4,4,4,0,0,4,3,3,0.549,0.118,0.205,0.246,0.354,0.045,0.06,0.104,0.06,0.075,-4,-3,-6,-3,1,-1,2,-2,-7,-8
154,0.752515289393147,1244,E,E,C,C,C,0.255,0.065,0.68,0.163,0.216,0.131,0.19,0.15,4,4,4,1,3,0,4,4,4,3,0,3,4,4,0.211,0.16,0.198,0.27,0.26,0.092,0.078,0.078,0.065,0.02,-2,-3,-4,-2,3,-4,-3,-4,-3,1
89,-0.264777000864015,127,C,C,C,H,H,0.659,0.0,0.341,0.182,0.284,0.136,0.227,0.216,1,3,0,0,0,0,0,3,0,0,2,4,4,4,0.575,0.307,0.339,0.039,0.173,0.045,0.045,0.057,0.034,0.045,-1,2,-3,-4,0,1,-3,-4,-5,-3
33,1.16304154068476,109,E,E,E,H,H,0.312,0.281,0.406,0.406,0.438,0.094,0.188,0.375,3,3,3,3,3,0,4,4,4,3,0,1,1,4,0.101,0.275,0.358,0.009,0.22,0.031,0.062,0.125,0.0,0.094,-2,0,0,2,-3,-1,2,-6,-5,-4
38,0.0224579343750499,192,H,H,H,H,H,0.649,0.162,0.189,0.243,0.27,0.216,0.243,0.162,3,3,1,0,1,3,3,3,2,2,0,4,3,4,0.359,0.208,0.229,0.115,0.281,0.135,0.027,0.135,0.027,0.081,0,1,-6,-6,2,-4,-1,-3,-6,-1
73,-0.507532387566928,112,H,H,H,H,H,0.944,0.0,0.056,0.444,0.292,0.236,0.236,0.264,3,2,0,0,3,3,3,1,0,3,3,4,0,0,0.911,0.42,0.304,0.0,0.241,0.069,0.042,0.181,0.069,0.014,-1,-3,0,-3,0,-1,-1,5,1,-3
10,1.0387744973686,124,C,C,C,E,E,0.0,0.333,0.667,0.444,0.667,0.0,0.0,0.667,0,3,0,3,3,3,1,3,2,3,1,3,2,3,0.153,0.266,0.395,0.0,0.137,0.0,0.0,0.111,0.111,0.0,-1,0,-2,-3,-2,-2,2,2,-2,2
55,-0.0889059733408054,191,E,E,E,C,C,0.222,0.204,0.574,0.093,0.185,0.093,0.111,0.185,3,3,3,0,1,2,3,4,3,1,0,4,3,4,0.246,0.241,0.361,0.005,0.105,0.185,0.037,0.093,0.019,0.037,1,1,-7,-7,0,-2,2,-2,-2,-7
44,-0.351621515877917,162,H,H,H,H,H,0.698,0.0,0.302,0.465,0.349,0.209,0.14,0.302,0,3,2,1,1,3,0,3,2,1,1,3,3,0,0.63,0.451,0.34,0.037,0.167,0.093,0.07,0.093,0.047,0.047,0,-1,-5,-3,-1,0,4,-1,-2,-1
55,-0.212505703376357,204,C,C,C,E,E,0.0,0.593,0.407,0.148,0.185,0.093,0.185,0.13,0,0,0,1,1,3,0,0,0,2,4,3,3,0,0.201,0.299,0.353,0.078,0.142,0.13,0.037,0.037,0.037,0.019,1,-1,2,-1,-1,0,-3,-3,-4,2
71,-0.16854968894129,678,C,C,C,E,C,0.229,0.171,0.6,0.129,0.157,0.071,0.429,0.171,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0.391,0.127,0.178,0.388,0.378,0.1,0.043,0.057,0.086,0.0,0,-4,-5,-4,-2,-1,-4,-4,-5,1
16,-0.376477099882196,431,C,C,E,E,E,0.0,0.467,0.533,0.0,0.467,0.0,0.4,0.4,1,3,3,4,4,4,3,3,4,4,3,0,1,3,0.009,0.172,0.362,0.095,0.139,0.067,0.067,0.0,0.133,0.0,0,-3,-4,-2,-1,1,0,-3,-1,-3
248,-0.760335435085317,292,C,C,C,C,C,0.291,0.016,0.692,0.538,0.466,0.251,0.057,0.607,3,0,3,1,0,1,3,1,4,0,4,4,4,4,0.247,0.555,0.493,0.0,0.055,0.093,0.045,0.065,0.045,0.012,0,-1,0,-5,-1,-1,1,-2,-6,-4
292,-0.513657674901729,487,C,C,C,H,H,0.357,0.144,0.498,0.137,0.213,0.076,0.371,0.144,3,3,4,0,3,3,4,3,4,3,3,3,1,1,0.409,0.162,0.23,0.277,0.339,0.086,0.062,0.055,0.024,0.041,-4,-5,5,-6,-1,-3,4,-5,-4,-4
218,-0.760335435085317,447,C,C,C,C,C,0.249,0.226,0.525,0.124,0.212,0.06,0.24,0.184,3,1,0,4,4,4,3,1,1,4,3,0,0,0,0.239,0.181,0.246,0.192,0.201,0.092,0.051,0.065,0.032,0.046,-1,1,-3,-6,2,-6,-6,-1,-6,-8
61,0.702477190922726,184,E,C,C,E,E,0.083,0.3,0.617,0.3,0.333,0.2,0.1,0.417,0,1,1,3,3,3,0,1,1,4,3,3,0,2,0.071,0.196,0.272,0.033,0.168,0.033,0.05,0.033,0.05,0.05,0,0,0,-3,-2,-3,-2,-4,-4,-5
53,-0.153557060760159,216,E,E,E,H,H,0.135,0.327,0.538,0.077,0.212,0.038,0.365,0.173,3,3,3,3,0,1,4,3,4,0,3,1,3,3,0.051,0.185,0.31,0.167,0.25,0.038,0.0,0.0,0.019,0.077,-1,2,-1,-3,-2,1,-2,0,1,-1
19,-0.637628516238633,380,H,C,C,H,C,0.5,0.222,0.278,0.0,0.111,0.0,0.444,0.056,0,1,0,0,1,3,0,2,1,3,3,4,3,3,0.242,0.087,0.192,0.218,0.355,0.278,0.056,0.111,0.0,0.056,4,-3,-2,-5,5,-3,1,0,7,-8
29,0.47908704632327,298,C,C,C,C,E,0.0,0.143,0.857,0.143,0.536,0.071,0.071,0.571,3,3,0,4,4,4,3,3,1,4,3,3,0,1,0.02,0.171,0.362,0.084,0.144,0.107,0.036,0.0,0.0,0.036,-1,2,-1,0,-1,-1,2,-2,2,-4
246,-0.809388092833644,470,C,C,C,C,C,0.159,0.139,0.702,0.151,0.269,0.053,0.11,0.367,0,0,0,4,3,3,0,1,0,3,4,4,4,3,0.109,0.104,0.228,0.219,0.14,0.102,0.078,0.033,0.029,0.049,-3,1,3,-3,-1,-1,0,-4,1,-1
40,0.690944442931784,112,H,H,H,C,E,0.051,0.462,0.487,0.231,0.282,0.256,0.128,0.256,0,3,3,1,0,3,1,3,3,2,0,3,4,0,0.054,0.134,0.241,0.161,0.232,0.051,0.051,0.103,0.077,0.026,-2,2,-3,-3,-1,-2,-1,-1,0,4
209,0.660467809845819,402,C,C,C,C,C,0.63,0.048,0.322,0.139,0.188,0.091,0.337,0.12,3,3,3,4,4,4,4,3,4,4,0,0,0,0,0.433,0.132,0.214,0.226,0.291,0.091,0.077,0.101,0.067,0.024,-1,-5,-9,-7,5,-1,-2,-1,-9,-6
144,-1.44263457639982,231,H,H,H,C,C,0.322,0.175,0.503,0.231,0.259,0.189,0.28,0.259,0,1,3,1,0,3,0,1,3,1,3,4,4,1,0.312,0.199,0.247,0.078,0.294,0.147,0.077,0.042,0.042,0.028,-1,3,4,-4,1,0,0,-1,-4,1
99,-0.85299011896855,173,E,E,E,C,C,0.122,0.429,0.449,0.204,0.286,0.112,0.102,0.204,3,3,3,0,2,3,3,3,3,2,4,4,3,0,0.069,0.173,0.289,0.012,0.11,0.031,0.061,0.061,0.071,0.031,-1,-2,0,1,-2,-1,0,0,2,-3
119,1.11178457528051,282,C,C,E,H,H,0.271,0.203,0.525,0.161,0.314,0.059,0.22,0.22,3,3,0,1,3,3,3,3,1,3,0,3,0,0,0.284,0.121,0.277,0.17,0.223,0.127,0.051,0.051,0.034,0.025,3,-3,-6,-4,2,-6,-6,-5,-2,1
55,-0.35839073172442,175,C,C,C,E,C,0.315,0.241,0.444,0.37,0.407,0.167,0.222,0.333,0,0,3,3,1,0,0,3,4,1,3,3,3,4,0.131,0.286,0.371,0.011,0.246,0.056,0.019,0.111,0.074,0.056,0,-3,-1,-3,-1,-1,3,-1,-3,3
46,-0.60330827027218,236,C,C,C,H,H,0.156,0.244,0.6,0.0,0.133,0.156,0.378,0.111,1,3,1,3,1,3,1,3,2,1,3,1,3,0,0.246,0.186,0.246,0.131,0.297,0.089,0.044,0.111,0.067,0.0,1,-1,-2,-4,-2,-3,-3,-2,-5,1
13,0.5402079338809,127,C,C,H,H,H,0.75,0.0,0.25,0.333,0.417,0.083,0.167,0.25,0,3,3,1,0,2,0,3,3,0,0,3,4,3,0.283,0.386,0.394,0.0,0.142,0.083,0.0,0.083,0.083,0.0,0,0,-4,-3,3,-1,3,-1,-2,0
7,-0.369472823661272,267,C,C,C,H,H,0.833,0.0,0.167,0.0,0.0,0.0,0.833,0.0,4,4,4,4,4,4,4,4,4,4,0,2,0,0,0.228,0.086,0.199,0.142,0.322,0.167,0.0,0.0,0.0,0.0,-3,-2,-4,-7,-7,-3,-2,0,-1,-4
26,-0.182626019916072,299,C,C,C,C,C,0.52,0.16,0.32,0.2,0.24,0.04,0.36,0.24,0,0,3,0,0,3,1,3,3,1,3,4,4,1,0.452,0.144,0.254,0.161,0.311,0.0,0.0,0.08,0.04,0.12,0,1,1,-5,0,-7,8,-8,-8,2
233,-0.91658152710323,294,E,E,E,C,C,0.259,0.315,0.427,0.19,0.293,0.121,0.194,0.237,3,2,3,0,0,0,4,3,4,0,3,3,4,4,0.204,0.18,0.279,0.02,0.201,0.06,0.06,0.069,0.073,0.039,0,1,-1,-4,-1,-3,-1,10,-6,-4
98,-0.278919205603454,418,E,E,C,C,C,0.309,0.247,0.443,0.01,0.093,0.144,0.443,0.082,1,0,0,4,4,4,1,1,0,4,3,0,0,0,0.321,0.019,0.124,0.254,0.414,0.093,0.062,0.031,0.062,0.021,4,-4,0,-5,-3,2,0,-6,-4,2
82,-0.271137574296677,122,H,H,H,H,H,0.568,0.0,0.432,0.16,0.235,0.123,0.21,0.185,3,2,0,3,1,0,2,3,0,1,1,0,3,3,0.697,0.18,0.238,0.033,0.205,0.086,0.049,0.074,0.037,0.037,7,-6,-5,-5,-2,-2,-4,0,-4,-3
107,0.394389014016248,233,C,C,C,H,H,0.245,0.123,0.632,0.292,0.349,0.123,0.132,0.358,3,3,3,3,3,0,4,4,3,3,0,0,1,4,0.322,0.249,0.339,0.077,0.193,0.104,0.066,0.066,0.028,0.028,-5,-6,-2,-5,0,0,-2,-6,0,-2
86,-0.0781416917962155,154,C,C,C,H,H,0.388,0.235,0.376,0.188,0.318,0.165,0.2,0.259,0,0,1,1,0,2,0,0,0,0,4,3,3,1,0.442,0.331,0.39,0.032,0.162,0.059,0.047,0.071,0.071,0.035,-1,-1,0,-3,0,1,1,-3,4,-3
124,0.0499590237830803,372,C,C,C,C,C,0.081,0.276,0.642,0.22,0.301,0.089,0.163,0.382,3,3,3,0,0,1,3,4,3,3,4,4,4,4,0.091,0.167,0.285,0.121,0.194,0.065,0.033,0.114,0.065,0.041,1,1,-2,-4,0,2,-1,-1,0,0
111,-0.568600568117784,204,E,C,C,E,E,0.027,0.364,0.609,0.245,0.318,0.191,0.191,0.282,1,1,0,3,1,3,1,1,0,3,3,0,3,1,0.064,0.289,0.377,0.015,0.147,0.009,0.055,0.073,0.045,0.018,1,-3,1,-4,4,-1,1,0,-4,0
56,0.21624941551255,372,E,E,E,C,C,0.0,0.4,0.6,0.145,0.255,0.073,0.273,0.255,3,3,3,4,3,4,4,4,4,4,0,3,3,3,0.091,0.167,0.285,0.121,0.194,0.036,0.109,0.109,0.055,0.109,-1,1,-3,3,0,-1,-1,-2,1,-4
54,0.674989008568121,155,E,E,E,E,E,0.302,0.283,0.415,0.283,0.321,0.132,0.151,0.321,3,3,3,3,3,3,4,4,4,4,0,0,0,0,0.187,0.232,0.303,0.013,0.174,0.038,0.075,0.094,0.019,0.038,3,-2,-7,-3,0,-2,-3,1,-6,-2
7,-0.653379685878309,100,C,C,C,C,E,0.0,0.0,1.0,0.833,1.0,0.0,0.0,0.833,3,1,0,0,2,3,3,2,0,3,3,3,4,2,0.12,0.28,0.42,0.01,0.18,0.0,0.167,0.0,0.0,0.0,-1,-4,-2,-4,-2,-2,-1,-2,2,-2
14,-0.85620663328298,764,C,E,E,E,E,0.0,0.692,0.308,0.154,0.308,0.231,0.154,0.231,0,1,3,2,0,0,1,1,4,1,3,1,3,4,0.365,0.161,0.223,0.226,0.313,0.0,0.154,0.0,0.0,0.154,-1,0,1,-1,-1,-1,-2,-2,1,-2
90,-0.0174713331923436,157,E,E,E,C,C,0.0,0.472,0.528,0.146,0.247,0.225,0.124,0.247,3,3,3,3,0,0,3,4,3,0,0,3,3,4,0.076,0.178,0.274,0.0,0.146,0.09,0.045,0.045,0.045,0.067,-2,4,-6,-5,0,-2,0,-2,0,0
208,-0.521950453129646,1244,H,H,H,E,E,0.213,0.155,0.633,0.097,0.145,0.068,0.309,0.193,3,1,3,4,3,3,2,0,4,4,3,1,0,0,0.211,0.16,0.198,0.27,0.26,0.111,0.072,0.043,0.034,0.029,-1,0,2,-3,1,-4,-4,-4,-4,-5
99,0.56963958949565,501,C,C,C,C,C,0.204,0.051,0.745,0.051,0.163,0.051,0.388,0.112,1,3,3,3,3,0,3,4,4,3,1,0,1,4,0.303,0.102,0.174,0.331,0.387,0.041,0.061,0.051,0.102,0.041,-3,1,-4,-5,-2,-1,0,-6,1,-2
43,-0.16854968894129,125,E,C,C,E,E,0.048,0.357,0.595,0.048,0.167,0.19,0.286,0.095,0,0,3,3,3,3,2,3,4,3,4,0,3,0,0.12,0.296,0.392,0.024,0.184,0.024,0.19,0.071,0.095,0.024,-4,-6,-2,-6,-3,0,0,-4,-3,-1
83,-0.722302163365221,249,C,C,C,C,C,0.085,0.28,0.634,0.244,0.329,0.122,0.232,0.329,3,3,1,0,1,3,3,3,4,0,0,4,3,2,0.028,0.185,0.261,0.133,0.229,0.061,0.085,0.073,0.049,0.037,-2,-3,-4,-5,-1,-1,-1,-1,-4,5
22,-0.820131410775656,296,C,C,C,C,C,0.19,0.0,0.81,0.19,0.19,0.143,0.286,0.381,2,0,1,3,4,3,2,1,0,3,4,0,3,1,0.068,0.149,0.243,0.203,0.223,0.143,0.048,0.048,0.0,0.095,-3,-5,2,-2,2,-4,-3,-3,0,-1
25,1.11178457528051,204,H,C,C,C,C,0.417,0.0,0.583,0.167,0.333,0.042,0.208,0.25,1,3,0,2,3,1,1,3,1,3,1,3,1,3,0.603,0.284,0.338,0.049,0.221,0.083,0.042,0.125,0.0,0.0,-3,-4,-4,-3,-1,-1,0,-4,4,-4
43,-0.755462394916418,247,H,H,H,C,C,0.548,0.048,0.405,0.262,0.333,0.167,0.167,0.238,1,0,2,3,3,0,0,0,3,2,4,4,3,4,0.219,0.336,0.381,0.004,0.13,0.024,0.071,0.143,0.048,0.024,0,0,3,-2,-2,-1,-2,3,-2,-1
12,-0.479743680430727,223,C,C,E,E,E,0.0,0.818,0.182,0.0,0.091,0.273,0.091,0.0,0,0,2,3,3,2,0,1,2,3,4,3,1,3,0.013,0.238,0.404,0.04,0.135,0.0,0.0,0.091,0.0,0.091,1,3,1,-4,-2,3,-1,-3,0,2
165,-0.524799628760106,822,H,H,H,H,H,0.457,0.061,0.482,0.116,0.213,0.091,0.299,0.159,3,0,2,0,1,3,3,1,2,2,3,3,3,0,0.265,0.208,0.253,0.227,0.26,0.079,0.067,0.049,0.073,0.024,-4,0,3,-1,-1,0,1,-1,6,-2
51,0.674989008568121,207,C,C,C,C,H,0.14,0.18,0.68,0.08,0.18,0.16,0.3,0.1,0,0,0,4,4,4,1,1,1,4,4,1,0,0,0.28,0.135,0.256,0.14,0.261,0.1,0.1,0.06,0.0,0.04,1,0,0,6,-1,1,0,-1,6,-2
58,-0.402408461248273,215,C,C,C,E,E,0.316,0.193,0.491,0.158,0.193,0.14,0.368,0.211,0,0,0,4,4,4,0,0,0,4,4,0,0,0,0.302,0.126,0.186,0.251,0.381,0.088,0.088,0.053,0.14,0.0,-2,-2,0,0,0,-4,-5,-3,2,0
9,-0.330020840578311,78,H,H,H,C,E,0.625,0.0,0.375,0.25,0.5,0.0,0.125,0.25,3,1,0,0,3,1,3,1,0,3,3,3,0,3,0.269,0.103,0.321,0.026,0.231,0.125,0.0,0.25,0.0,0.25,-4,3,-2,-5,-3,-3,-4,-6,-3,-7
66,-0.0983758514235736,263,E,C,C,C,C,0.415,0.062,0.523,0.015,0.169,0.092,0.308,0.108,4,4,4,4,3,3,4,4,4,3,0,1,0,3,0.392,0.076,0.183,0.35,0.373,0.092,0.046,0.092,0.092,0.062,-2,-4,-3,-5,-3,0,-1,0,0,-3
150,0.690944442931784,221,E,E,E,C,C,0.45,0.161,0.389,0.208,0.242,0.168,0.242,0.215,3,3,3,0,0,3,3,3,4,1,2,4,3,2,0.439,0.231,0.294,0.104,0.213,0.054,0.094,0.027,0.087,0.054,0,0,-3,-3,-1,-1,-2,0,0,0
85,1.51389645446527,312,C,E,E,C,C,0.0,0.417,0.583,0.298,0.381,0.095,0.083,0.369,1,3,3,1,0,3,1,3,3,3,0,3,4,3,0.0,0.327,0.381,0.054,0.109,0.119,0.036,0.048,0.06,0.024,0,1,-1,-2,-1,0,1,1,-5,-4
45,1.01951044096319,212,C,C,C,H,H,0.341,0.0,0.659,0.25,0.364,0.205,0.068,0.318,3,3,3,3,3,0,3,4,3,2,0,1,3,4,0.113,0.184,0.297,0.071,0.127,0.045,0.023,0.068,0.0,0.023,-2,1,-6,-3,0,-6,-4,7,1,-1
28,0.161795577266193,217,C,E,E,E,E,0.0,0.889,0.111,0.185,0.222,0.148,0.259,0.185,1,3,3,3,3,3,1,3,3,4,3,0,0,3,0.18,0.286,0.281,0.041,0.194,0.0,0.111,0.037,0.111,0.037,0,0,-2,7,-2,5,-1,-1,-2,1
7,-0.906490955401671,195,H,H,H,H,C,1.0,0.0,0.0,0.167,0.167,0.167,0.167,0.0,2,0,2,3,0,0,2,0,2,0,3,1,4,2,0.549,0.118,0.205,0.246,0.354,0.167,0.0,0.0,0.0,0.0,3,1,1,-3,-2,-7,-7,-6,-1,-7
9,-0.629575936342645,166,C,H,H,H,H,1.0,0.0,0.0,0.5,0.25,0.25,0.375,0.375,0,0,1,1,3,3,0,0,0,3,4,4,0,4,0.892,0.536,0.392,0.0,0.145,0.125,0.0,0.0,0.0,0.0,-1,0,6,-3,-2,-1,-1,-1,3,-2
321,-0.16854968894129,1244,H,H,H,H,H,0.278,0.147,0.575,0.153,0.156,0.097,0.284,0.203,1,3,3,3,1,1,0,2,3,1,3,0,3,3,0.211,0.16,0.198,0.27,0.26,0.087,0.059,0.044,0.034,0.034,-1,1,-2,1,-1,-3,-3,1,5,-4
23,0.423951901331434,121,E,E,C,C,C,0.0,0.273,0.727,0.227,0.273,0.091,0.227,0.227,3,3,3,0,0,3,4,4,4,2,0,3,3,1,0.19,0.322,0.339,0.033,0.19,0.045,0.045,0.045,0.045,0.045,-3,0,-3,-6,1,2,-1,-2,-5,1
53,-0.16854968894129,318,H,H,H,C,C,0.288,0.0,0.712,0.096,0.135,0.115,0.058,0.154,1,3,3,3,4,3,0,3,3,1,3,0,3,3,0.321,0.129,0.182,0.182,0.211,0.096,0.058,0.058,0.0,0.019,0,0,-2,6,0,0,1,0,-1,-6
27,-0.408292116519204,245,C,C,C,C,C,0.346,0.0,0.654,0.077,0.308,0.038,0.231,0.231,3,3,0,1,0,3,4,4,2,2,1,2,3,1,0.376,0.159,0.245,0.122,0.257,0.0,0.038,0.115,0.077,0.038,0,-3,-6,-5,0,1,1,-4,-7,4
41,-0.143784113262591,217,H,H,H,C,C,0.175,0.0,0.825,0.525,0.5,0.225,0.0,0.575,3,1,1,0,2,0,3,1,1,2,3,4,2,3,0.41,0.442,0.382,0.069,0.124,0.05,0.075,0.1,0.0,0.0,-1,4,0,-4,0,-4,-4,-5,-7,-6
364,0.0333183728783178,642,C,C,C,H,H,0.416,0.028,0.556,0.223,0.218,0.127,0.259,0.253,4,4,4,3,3,3,4,4,4,4,0,0,0,0,0.358,0.187,0.212,0.235,0.274,0.121,0.047,0.096,0.047,0.052,0,-3,-5,2,0,0,0,-1,5,-3
11,-0.223130093762819,501,C,C,C,C,C,0.0,0.0,1.0,0.2,0.2,0.3,0.2,0.2,1,0,0,4,4,4,1,0,0,4,4,1,1,1,0.303,0.102,0.174,0.331,0.387,0.0,0.1,0.0,0.1,0.0,2,0,1,-5,-2,-3,-3,-4,8,-4
31,-0.504346507360844,156,H,H,H,C,H,0.433,0.0,0.567,0.0,0.2,0.167,0.233,0.133,0,2,3,3,1,0,0,2,3,1,2,1,2,3,0.519,0.038,0.192,0.064,0.269,0.067,0.033,0.033,0.0,0.067,-4,4,-1,-7,-3,-6,-5,-2,-7,6
38,-0.634025512103778,166,C,C,C,C,C,0.0,0.649,0.351,0.189,0.189,0.27,0.108,0.216,0,0,1,0,3,0,0,0,0,3,4,3,4,4,0.325,0.307,0.331,0.06,0.181,0.0,0.108,0.108,0.081,0.108,-3,7,7,-4,0,-1,5,-3,-3,-4
140,0.030040837712503,587,E,C,C,C,C,0.338,0.05,0.612,0.115,0.165,0.072,0.317,0.187,4,4,4,3,0,0,4,4,4,2,0,1,4,4,0.249,0.126,0.191,0.221,0.296,0.094,0.05,0.058,0.065,0.036,-7,-7,-5,-6,1,-2,0,-4,-6,1
31,-0.494579528651966,137,E,E,E,H,H,0.433,0.333,0.233,0.267,0.3,0.2,0.133,0.167,3,3,3,0,1,3,3,4,3,1,0,3,3,0,0.314,0.146,0.234,0.124,0.285,0.1,0.033,0.167,0.067,0.0,-7,-8,-6,-3,-1,1,0,-1,-1,1
6,-0.365445070436067,82,H,H,H,H,C,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,3,3,0,3,1,3,3,3,1,3,1,0,3,0,0.659,0.22,0.28,0.012,0.22,0.0,0.0,0.0,0.2,0.0,-6,-7,-1,-3,-1,3,0,-3,0,-2
199,-0.143784113262591,423,C,C,H,H,H,0.404,0.081,0.515,0.086,0.197,0.066,0.283,0.131,2,0,0,0,3,2,3,0,1,3,3,3,0,2,0.404,0.137,0.239,0.173,0.248,0.111,0.061,0.071,0.03,0.025,-2,1,2,-4,-5,0,-2,-1,1,-4
93,-0.0055895080301872,185,C,C,C,C,C,0.304,0.065,0.63,0.185,0.37,0.141,0.174,0.293,3,0,3,0,0,3,3,1,3,0,4,4,3,1,0.416,0.205,0.346,0.038,0.151,0.054,0.065,0.011,0.065,0.033,0,-2,-1,3,-1,1,-1,-1,2,-3
27,0.842336647845836,71,E,E,E,C,C,0.0,0.577,0.423,0.0,0.115,0.038,0.269,0.154,3,3,1,3,3,3,2,4,2,4,0,3,0,3,0.0,0.07,0.127,0.155,0.296,0.038,0.0,0.115,0.038,0.038,-1,-4,-5,-4,-1,-3,-2,-1,-5,-1
10,-1.88815652750283,187,C,C,C,H,H,0.667,0.0,0.333,0.111,0.0,0.222,0.444,0.111,3,0,3,1,3,3,3,3,3,2,3,4,2,0,0.775,0.209,0.209,0.128,0.278,0.333,0.111,0.0,0.111,0.0,0,-4,1,-8,2,-5,3,-2,-10,0
62,1.11178457528051,678,H,H,H,C,C,0.459,0.0,0.541,0.213,0.246,0.148,0.246,0.197,0,2,3,4,4,3,0,2,2,3,2,1,3,0,0.391,0.127,0.178,0.388,0.378,0.115,0.049,0.082,0.016,0.0,4,-2,-1,-2,-3,-3,-4,-5,-4,-6
81,0.0296067540423592,85,X,C,C,H,H,0.287,0.275,0.438,0.325,0.388,0.212,0.15,0.325,X,0,0,0,2,3,X,0,0,2,4,3,2,0,0.306,0.341,0.4,0.0,0.153,0.062,0.062,0.05,0.1,0.013,0,0,-4,-4,-2,-4,-2,1,-4,-4
10,0.0793413827993367,130,H,H,H,C,C,0.889,0.0,0.111,0.111,0.111,0.111,0.556,0.111,3,3,3,0,0,0,3,4,4,3,3,4,4,4,0.431,0.4,0.331,0.015,0.223,0.333,0.0,0.0,0.0,0.111,-1,0,-2,1,0,-1,-1,4,3,-3
50,-0.504346507360844,149,E,E,E,E,E,0.0,0.245,0.755,0.122,0.286,0.245,0.184,0.306,3,2,3,3,3,3,4,2,3,3,3,0,2,0,0.148,0.248,0.356,0.0,0.154,0.061,0.02,0.061,0.143,0.041,-4,-2,-1,8,-1,0,0,-6,4,-5
50,-0.264740238639843,324,H,H,H,C,C,0.429,0.0,0.571,0.122,0.245,0.061,0.163,0.265,3,3,3,0,0,3,4,3,1,0,0,4,4,1,0.389,0.247,0.34,0.077,0.16,0.143,0.061,0.0,0.0,0.082,2,-4,-4,-5,0,2,-3,-1,-2,3
11,0.0339726964393725,382,C,C,C,C,C,0.0,0.3,0.7,0.3,0.4,0.0,0.0,0.3,3,3,0,0,3,3,3,3,0,4,3,4,1,3,0.209,0.152,0.264,0.141,0.199,0.2,0.1,0.0,0.2,0.0,-4,-2,-2,-4,-2,-3,1,-7,-8,4
177,-0.786825817177853,764,C,C,H,C,C,0.455,0.097,0.449,0.102,0.131,0.136,0.33,0.108,3,0,1,0,1,1,3,1,2,0,3,4,4,4,0.365,0.161,0.223,0.226,0.313,0.057,0.051,0.08,0.068,0.068,-4,-4,5,-4,-3,1,0,-4,-3,-1
